Road_ID,Road_Name,Road_Code,Road_Type,District,State,Last Maintenance Date,Start_Km,End_Km,Total_Length_Km,Tender_ID,Estimated Amount (in Crores),Budget Estimate (in Crores),Total Work Value
R720,"Chithalai - Thidiyan Road (via Vagaikulam, Munduvelampatti, Valangankulam)",MD-954,MDR,MADURAI,Tamil Nadu,12 December 2025,0,19.2,19.2,2025_HWAY_611208_1,16.4,4.9,3.7
R721,Melur - Samuthirapatti - Kottaiyur - Aravakurichi Road,MD-892,MDR,MADURAI,Tamil Nadu,24 June 2025,0,19,19,2024_HWAY_495311_1,22.4,6.8,5.15
R722,Alampatti - Sedapatti Road,MD-10,MDR,MADURAI,Tamil Nadu,06 April 2026,0,18.4,18.4,2024_HWAY_539014_2,8.67,0.2614,2.3
R723,Kadachanendal - Thiruvathavour Road,MD-893,MDR,MADURAI,Tamil Nadu,19 October 2025,0,17.8,17.8,2025_HWAY_601147_1,18.9,5.6,4.1
R724,Melakkal - Peranai Road,MD-262,MDR,MADURAI,Tamil Nadu,01 February 2026,17.4,34.6,17.2,2024_HWAY_468205_1,14.6,4.3,3.95
R725,Alanganallur - Chathiravellalapatti Road (via Muduvarpatti),MD-1094,MDR,MADURAI,Tamil Nadu,15 September 2025,0,17.2,17.2,2024_HWAY_516410_1,22.4,6.8,5.8
R726,T. Kallupatti - Virudhunagar Road,MD-956,MDR,MADURAI,Tamil Nadu,28 May 2026,0,14.49,14.49,2025_HWAY_593219_1,26.5,7.9,4.25
R727,Kumaram - Sholavandan Road,MD-955,MDR,MADURAI,Tamil Nadu,10 January 2026,0,15.32,15.32,2024_HWAY_482110_1,12.96,0.4157,2.65
R728,Pudupatti - Mangalrewu Road,MD-376,MDR,MADURAI,Tamil Nadu,22 March 2026,0,13.8,13.8,2024_HWAY_505314_1,10.82,0.1902,3.4
R729,Kallandiri - Panaikulam Road,MD-957,MDR,MADURAI,Tamil Nadu,05 November 2025,0,13.4,13.4,2025_HWAY_608122_1,14.8,4.4,2.95
R730,Koodakoil Road,MD-895,MDR,MADURAI,Tamil Nadu,17 February 2026,0,13.4,13.4,2024_HWAY_532104_1,12.5,3.8,3.15
R731,Elumalai Road,MD-104,MDR,MADURAI,Tamil Nadu,29 September 2025,0,12.8,12.8,2024_HWAY_485116_1,13.6,4.1,4.2
R732,Thirumangalam - Madurai Airport Road,MD-953,MDR,MADURAI,Tamil Nadu,12 June 2025,0,12.1,12.1,2025_HWAY_602331_1,26.5,7.9,5.65
R733,B.C.C. Road to Thirumal Road,MD-958,MDR,MADURAI,Tamil Nadu,25 April 2026,0,12,12,2024_HWAY_519402_1,9.2,2.7,2.4
R734,Thumbaipatti - Jeyankondan Nilai Road,MD-959,MDR,MADURAI,Tamil Nadu,08 December 2025,0,8.8,8.8,2025_HWAY_595118_1,11.4,3.4,3.85
R735,Thumbaipatti - Jeyankondan Nilai Road,MD-959,MDR,MADURAI,Tamil Nadu,8 December 2025,9.26,12.06,2.8,2025_HWAY_595118_2,11.4,3.4,2.1
R736,Thirunagar - Palkalainagar Road,MD-945,MDR,MADURAI,Tamil Nadu,3 March 2026,0,11.6,11.6,2024_HWAY_473110_2,18.9,5.6,6.25
R737,Othakadai - B. Mettupatti Road,MD-946,MDR,MADURAI,Tamil Nadu,16 October 2025,0,10.8,10.8,2024_HWAY_496225_1,15.5,4.6,3.1
R738,Avalsooranpatti - Sennampatti Road,MD-960,MDR,MADURAI,Tamil Nadu,29 January 2026,0,9.603,9.603,2025_HWAY_609114_1,14.2,4.3,2.85
R739,Padeeswaran - Pannikundu Road,MD-961,MDR,MADURAI,Tamil Nadu,11 September 2025,0,10,10,2024_HWAY_521044_1,11.8,3.5,4.4
R740,T. Kallupatti - Saptur Road,MD-769,MDR,MADURAI,Tamil Nadu,24 May 2026,7.4,16.6,9.2,2024_HWAY_504219_1,16.4,4.9,3.95
R741,Peraiyur - Watrap Road,MD-962,MDR,MADURAI,Tamil Nadu,7 February 2026,0,9.19,9.19,2025_HWAY_612033_1,22.4,6.8,5.1
R742,Sengapadai - Sivarakkottai Road,MD-963,MDR,MADURAI,Tamil Nadu,19 November 2025,0,8.31,8.31,2024_HWAY_464112_2,12.8,3.8,2.75
R743,Sellur - Kulamangalam Road,MD-947,MDR,MADURAI,Tamil Nadu,2 April 2026,4.8,12.8,8,2024_HWAY_489110_1,8.6,2.5,3.5
R744,Varichiyur - Sakkudi Road,MD-948,MDR,MADURAI,Tamil Nadu,14 October 2025,0,7,7,2025_HWAY_592405_1,9.4,2.8,4.15
R745,Peraiyur - Melapatti Road,MD-951,MDR,MADURAI,Tamil Nadu,27 June 2025,0,6.8,6.8,2024_HWAY_515309_1,11.2,3.3,1.8
R746,Palamedu - Vembarali Road,MD-1095,MDR,MADURAI,Tamil Nadu,13 February 2026,0,6.6,6.6,2024_HWAY_475221_1,16.2,4.8,4.9
R747,Vellaloor - Uranganapatti District Border Road,MD-952,MDR,MADURAI,Tamil Nadu,26 September 2025,0,6.2,6.2,2025_HWAY_605314_2,14.8,4.4,3.6
R748,Madurai - Thondi Road,MD-232,MDR,MADURAI,Tamil Nadu,08 May 2026,12.8,17.8,5,2024_HWAY_536102_1,38.5,11.4,6.8
R749,Avaniapuram - Thirupparankundram Road,MD-48,MDR,MADURAI,Tamil Nadu,20 November 2025,0,4.8,4.8,2024_HWAY_498319_1,12.6,3.8,5.25
R750,Alagarkoil - Natham Road,MD-949,MDR,MADURAI,Tamil Nadu,02 February 2026,0,4.4,4.4,2024_HWAY_539411_1,28.4,8.5,4.65
R751,New Austinpatti Road,MD-294,MDR,MADURAI,Tamil Nadu,16 August 2025,0,2,2,2024_HWAY_482110_1,9.5,2.9,3.1
R752,Old Austinpatti Road,MD-302,MDR,MADURAI,Tamil Nadu,29 March 2026,0,2,2,2025_HWAY_601443_1,21.2,8,2.45
R753,Parali - Lingavadi - Ponthuugampatti Road,MD-1148,MDR,MADURAI,Tamil Nadu,11 December 2025,5.6,7.4,1.8,2024_HWAY_516209_1,16.4,4.9,5.2
R754,Thirupparankundram Town Road,MD-469,MDR,MADURAI,Tamil Nadu,23 June 2025,0,1.4,1.4,2025_HWAY_594118_1,5.2,1.6,1.95
R755,Irumbadi Road branching at Km 27/10 of Melakkal - Peranai Road,N/A,MDR,MADURAI,Tamil Nadu,05 April 2026,0,0.9,0.9,2024_HWAY_463102_1,8.9,2.6,3.8
R756,East Velli Street Road,MD-101,MDR,MADURAI,Tamil Nadu,18 October 2025,0,0.8,0.8,2025_HWAY_609440_1,4.1,1.2,2.6
R757,Vaigai Causeway Approach Road,MD-526,MDR,MADURAI,Tamil Nadu,31 January 2026,0,0.8,0.8,2024_HWAY_505112_2,6.8,2.1,3.4
R758,"Periyakulam - Palaya Vathalagundu Road (via Jeyamangalam, Bomminaickanpatty, Eluvanampatty)",MD-903,MDR,THENI,Tamil Nadu,14 September 2025,0,18.23,18.23,2024_HWAY_522304_1,34.6,10.4,5.85
R759,Andipatty - Velapparkovil Road,MD-570,MDR,THENI,Tamil Nadu,27 May 2026,0,18,18,2025_HWAY_611029_1,22.4,6.8,4.15
R760,Pulliman Combai Road,MD-667,MDR,THENI,Tamil Nadu,09 January 2026,0,15,15,2024_HWAY_474116_1,14.8,4.4,2.3
R761,"Myladumparai - Thangammalpuram Road (via Moolakadai, Vaickalparai)",MD-1147,MDR,THENI,Tamil Nadu,21 March 2026,0,14.4,14.4,2024_HWAY_499218_1,18.9,5.6,3.9
R762,Varatharajanagar - Renganathapuram Road,MD-732,MDR,THENI,Tamil Nadu,04 November 2025,0,13.8,13.8,2025_HWAY_604312_1,11.5,3.4,2.75
R763,Kanniyappa Pillai Patty - Gandamanur Road (via G. Usilampatty),MD-1145,MDR,THENI,Tamil Nadu,17 February 2026,0,13.6,13.6,2024_HWAY_531105_1,26.5,7.9,4.4
R764,Sitharpatty Vilakku - Ambasamuthiram Road (via Ganeshapuram),MD-1144,MDR,THENI,Tamil Nadu,29 September 2025,0,11.6,11.6,2024_HWAY_488214_2,14.2,4.3,3.25
R765,Sangarapuram - Chinnamanur Road,MD-676,MDR,THENI,Tamil Nadu,12 June 2025,0,11.2,11.2,2025_HWAY_591404_1,19.6,5.9,6.12
R766,Periyakulam - Kodaikanal Road (via Adukkam),MD-1168,MDR,THENI,Tamil Nadu,25 April 2026,0,10.8,10.8,2024_HWAY_519302_1,38.2,11.6,8.4
R767,Veerapandi - Nagalapuram Road,MD-734,MDR,THENI,Tamil Nadu,08 December 2025,4.83,15.2,10.37,2024_HWAY_472109_1,11.8,3.5,2.95
R768,Bodi - Kurangani Road,MD-58,MDR,THENI,Tamil Nadu,20 August 2025,6,16,10,2025_HWAY_607119_2,24.6,7.4,3.6
R769,Periyakulam - Sothuparai Road,MD-1146,MDR,THENI,Tamil Nadu,03 March 2026,0,9.68,9.68,2024_HWAY_535110_1,13.4,3.9,5.1
R770,Kottur - Kamatchipuram Road,MD-1185,MDR,THENI,Tamil Nadu,16 October 2025,0,8.4,8.4,2024_HWAY_538210_1,15.5,4.6,3.85
R771,Veerapandi - Seeppalakottai Road,MD-735,MDR,THENI,Tamil Nadu,29 January 2026,0,7.2,7.2,2024_HWAY_481229_1,12.8,3.8,2.6
R772,Pannaipuram - Pulikuthi Road,MD-965,MDR,THENI,Tamil Nadu,11 September 2025,0,6.6,6.6,2025_HWAY_603411_1,9.4,2.8,4.15
R773,Andipatty - Jeyamangalam Road,MD-763,MDR,THENI,Tamil Nadu,24 May 2026,0,6.6,6.6,2024_HWAY_517304_1,16.4,4.9,5.4
R774,Veerapandi - Koduvilarpatty Road,MD-1186,MDR,THENI,Tamil Nadu,07 February 2026,0,6.6,6.6,2025_HWAY_595208_1,14.8,4.4,2.9
R775,Theni Bypass Road,MD-712,MDR,THENI,Tamil Nadu,19 November 2025,0,4.4,4.4,2024_HWAY_464115_1,32.4,9.8,7.12
R776,Cumbam - Kamayagowndanpatty Road,MD-587,MDR,THENI,Tamil Nadu,02 April 2026,0,3.6,3.6,2025_HWAY_608140_2,11.9,3.5,3.65
R777,Kodai - Kochin Road,MD-170,MDR,THENI,Tamil Nadu,14 October 2025,58.4,61.4,3,2024_HWAY_506214_1,36.5,11.1,8.5
R778,Old Batlakundu - Eluvanampatty Road,MD-1163,MDR,THENI,Tamil Nadu,27 June 2025,13,15.2,2.2,2024_HWAY_521094_1,12.5,3.8,2.25
R779,Uthamapalayam Town Road,MD-516,MDR,THENI,Tamil Nadu,09 January 2026,0,1.2,1.2,2025_HWAY_612014_1,5.4,1.6,4.1
R780,Bodi - Shanmugasundarapuram Road,MD-964,MDR,THENI,Tamil Nadu,21 May 2026,0,1.15,1.15,2024_HWAY_473219_1,9.2,2.7,3.15
R781,Palayam - Uppukottai Road,MD-649,MDR,THENI,Tamil Nadu,04 September 2025,0,0.8,0.8,2024_HWAY_498302_1,15.8,4.7,4.95
R782,Krishnamanayakkan Thoppu Road,MD-616,MDR,THENI,Tamil Nadu,17 March 2026,7.9,8.6,0.7,2025_HWAY_605410_1,7.1,2.1,2.4
R783,Kodai -Cochin Road,MD-170,MDR,DINDIGUL,Tamil Nadu,14 October 2025,0,50,50,2024_HWAY_532144_1,36.5,11.1,9.2
R784,Dharumathu patty - Adalur - Thandigudi Road,MD-589,MDR,DINDIGUL,Tamil Nadu,26 February 2026,0,45,45,2024_HWAY_489311_2,28.5,8.3,5.65
R785,Vathalagundu - Thandigudi road,MD-733,MDR,DINDIGUL,Tamil Nadu,08 November 2025,0,40.9,40.9,2025_HWAY_592109_1,7.05,6.5679,6.1
R786,Goshen Road,MD-117,MDR,DINDIGUL,Tamil Nadu,22 April 2026,23.4,62.6,39.2,2024_HWAY_514202_1,14.6,4.2,4.35
R787,Kodai- Palani Ghat Road,MD-171,MDR,DINDIGUL,Tamil Nadu,05 January 2026,0,25,25,2024_HWAY_476108_1,34.8,10.4,12.8
R788,Natham - Pillaiyarnatham road,MD-644,MDR,DINDIGUL,Tamil Nadu,18 June 2025,8.4,32.8,24.4,2025_HWAY_606211_2,9.187,0.6277,3.7
R789,Melur-Samuthirapatti - Kottaiyur - Aravankurichi road,MD-892,MDR,DINDIGUL,Tamil Nadu,30 March 2026,19,42.6,23.6,2024_HWAY_534105_1,22.4,6.8,5.25
R790,Dindigul - Sirumalai Ghat road,MD-1149,MDR,DINDIGUL,Tamil Nadu,12 September 2025,0,22,22,2025_HWAY_589431_1,31.5,9.4,3.98
R791,Sitharevu - Chinnalapatty Road,MD-687,MDR,DINDIGUL,Tamil Nadu,25 May 2026,0,20.2,20.2,2024_HWAY_463122_1,14.2,4.3,2.45
R792,"Periyakulam -Palaya Vathalagundu (Via) Jeyamangalam, Bomminaickan patty - Eluvanampatti Road",MD-903,MDR,DINDIGUL,Tamil Nadu,08 February 2026,18.23,31.23,13,2024_HWAY_522304_1,34.6,10.4,5.85
R793,Pithalaipatti -Palayakannivadi Road,MD-904,MDR,DINDIGUL,Tamil Nadu,20 November 2025,0,10.2,10.2,2025_HWAY_615524_1,12.8,3.8,3.1
R794,Vathalagundu -Genguvarpatty Road,MD-902,MDR,DINDIGUL,Tamil Nadu,03 April 2026,0,10,10,2024_HWAY_502441_2,16.5,4.9,1.9
R795,Kodai - Pallangi Road,MD-897,MDR,DINDIGUL,Tamil Nadu,15 October 2025,0,9.4,9.4,2024_HWAY_485119_1,19.6,5.9,5.2
R796,Veiladichampatty - Palayakannivady Road,MD-967,MDR,DINDIGUL,Tamil Nadu,28 June 2025,0,9,9,2025_HWAY_604312_1,11.4,3.4,2.65
R797,Reddiarchatram- Kalvarpatty (via) Devinaickenpatti Road,MD-966,MDR,DINDIGUL,Tamil Nadu,10 January 2026,0,8.8,8.8,2024_HWAY_512034_1,18.9,5.6,6.4
R798,Nilakottai-Salaipudur Road,MD-1283,MDR,DINDIGUL,Tamil Nadu,22 May 2026,0,8.6,8.6,2024_HWAY_477190_1,13.5,3.9,4.85
R799,Pannaikadu -Mangalamcombu Road,MD-325,MDR,DINDIGUL,Tamil Nadu,05 September 2025,3.6,12,8.4,2025_HWAY_611208_1,15.8,4.7,3.7
R800,Reddiarchatram -Kannivadi Road,MD-905,MDR,DINDIGUL,Tamil Nadu,18 March 2026,0,7.6,7.6,2024_HWAY_495311_1,12.2,3.6,5.15
R801,Kuttupatti -Seithur -Sendurai Road,MD-898,MDR,DINDIGUL,Tamil Nadu,30 October 2025,8,14.8,6.8,2024_HWAY_539014_2,16.4,4.9,2.3
R802,Parali - Lingavadi - Ponthugampatty road,MD-1148,MDR,DINDIGUL,Tamil Nadu,13 February 2026,0,5.6,5.6,2025_HWAY_601147_1,16.4,4.9,4.1
R803,Ambathurai - Sempatty Road,MD-969,MDR,DINDIGUL,Tamil Nadu,26 June 2025,0,5.2,5.2,2024_HWAY_468205_1,13.8,4.1,3.95
R804,Veerakkal Village Road,MD-968,MDR,DINDIGUL,Tamil Nadu,09 January 2026,0,5.2,5.2,2024_HWAY_516410_1,11.2,3.3,5.8
R805,Lake Bridge -Observatory Road,MD-217,MDR,DINDIGUL,Tamil Nadu,21 April 2026,0,4,4,2025_HWAY_593219_1,7.5,2.1,4.25
R806,Melakkal- Peranai Road,MD-262,MDR,DINDIGUL,Tamil Nadu,04 November 2025,34.6,38.4,3.8,2024_HWAY_482110_1,14.6,4.3,3.1
R807,Pannaikadu Village Road,MD-326,MDR,DINDIGUL,Tamil Nadu,17 February 2026,0,3.6,3.6,2024_HWAY_505314_1,9.4,2.8,3.4
R808,Pettai Mettupatti -Nagal Nagar Road,MD-906,MDR,DINDIGUL,Tamil Nadu,13 September 2025,0,2.23,2.23,2025_HWAY_608122_1,5.2,1.6,2.95
R809,Observatory- Pillar Rock Road,MD-298,MDR,DINDIGUL,Tamil Nadu,26 May 2026,0,1.2,1.2,2024_HWAY_531109_1,8.6,2.5,3.65
R810,The Road from Km 377/6 of BCC road to KM 1/6 of SH - 35,MD-1096,MDR,DINDIGUL,Tamil Nadu,09 February 2026,0,1.16,1.16,2024_HWAY_539014_1,12.5,3.8,2.3
R811,Patchalur- Vadakadu Road and on to Oddanchatram Road,MD-341,MDR,PALANI,Tamil Nadu,21 November 2025,0,31.6,31.6,2024_HWAY_468205_2,26.4,8.1,4.1
R812,Veriyappur - Markkampatty Road,MD-742,MDR,PALANI,Tamil Nadu,04 April 2026,0,23.1,23.1,2025_HWAY_601147_2,15.8,4.7,3.95
R813,Karur - Esanatham -Koombur - Vedasandur Road,MD-606,MDR,PALANI,Tamil Nadu,16 October 2025,22.4,29.4,7,2024_HWAY_516410_2,19.6,5.9,3.8
R814,Karur - Esanatham -Koombur - Vedasandur Road,MD-606,MDR,PALANI,Tamil Nadu,16 October 2025,35.625,51.225,15.6,2024_HWAY_516410_3,19.6,5.9,4.15
R815,Puliyampatty -Salakkadai Road,MD-911,MDR,PALANI,Tamil Nadu,29 June 2025,0,19.4,19.4,2025_HWAY_593219_2,13.5,3.9,5.8
R816,Reddiarchatram- Kalvarpatty (via) Devinaickenpatti Road,MD-966,MDR,PALANI,Tamil Nadu,11 January 2026,8.8,28.1,19.3,2024_HWAY_512034_2,18.9,5.6,6.4
R817,Velampatti -Koothampoondi Road,MD-910,MDR,PALANI,Tamil Nadu,23 May 2026,0,19.2,19.2,2024_HWAY_482110_2,11.8,3.5,4.25
R818,Palaya Ayakudi -Porulur Road,MD-900,MDR,PALANI,Tamil Nadu,06 September 2025,0,19.1,19.1,2025_HWAY_608122_2,14.2,4.3,2.95
R819,Servaikaranpatti -Aravakurichi Road,MD-418,MDR,PALANI,Tamil Nadu,19 March 2026,6.4,24.6,18.2,2024_HWAY_531109_2,16.5,4.9,3.65
R820,Manjanaicken patty - Kallimandayam Road,MD-629,MDR,PALANI,Tamil Nadu,31 October 2025,0,18,18,2024_HWAY_495311_2,14.8,4.4,5.15
R821,Vedasendur- Kovilur Road,MD-1284,MDR,PALANI,Tamil Nadu,14 February 2026,0,17.935,17.935,2025_HWAY_611208_2,5.38,2.2085,5.25
R822,Kallimandayam- Moolanur Road,MD-908,MDR,PALANI,Tamil Nadu,27 June 2025,0,15.2,15.2,2024_HWAY_477190_2,22.5,6.8,4.85
R823,Kodai- Palani Ghat Road,MD-171,MDR,PALANI,Tamil Nadu,10 January 2026,25,39.6,14.6,2024_HWAY_489311_3,34.8,10.4,5.65
R824,Pallapatti - Aravakurichi - Esanatham - Guziliamparai Road,MD-650,MDR,PALANI,Tamil Nadu,22 April 2026,15,29.128,14.128,2025_HWAY_598311_2,28.5,8.3,5.8
R825,Palani - Kolumam Road,MD-901,MDR,PALANI,Tamil Nadu,05 November 2025,0,13.2,13.2,2024_HWAY_505314_2,19.6,5.9,3.4
R826,Palani Adivaram -Thekkanthottam Road,MD-310,MDR,PALANI,Tamil Nadu,18 February 2026,0,0.972,0.972,2024_HWAY_521044_2,11.4,3.4,2.1
R827,Palani Adivaram -Thekkanthottam Road,MD-310,MDR,PALANI,Tamil Nadu,19 February 2026,1.987,13.2,11.213,2024_HWAY_521044_3,11.4,3.4,2.45
R828,Ambilikkai-Kuthilippai Road,MD-970,MDR,PALANI,Tamil Nadu,02 October 2025,0,11.4,11.4,2025_HWAY_604312_2,5.93,0.081,2.65
R829,Ayyalore- Eriodu Road,MD-1285,MDR,PALANI,Tamil Nadu,15 May 2026,0,11.2,11.2,2024_HWAY_475109_2,16.2,4.8,5.1
R830,Chatirapatty - Devathur (via) 19Pudur Road,MD-971,MDR,PALANI,Tamil Nadu,27 November 2025,0,9.57,9.57,2025_HWAY_609441_2,14.8,4.4,5.8
R831,Kedaiyerambu -Edaiyakottai Road,MD-909,MDR,PALANI,Tamil Nadu,10 April 2026,0,9.4,9.4,2024_HWAY_505118_2,12.5,3.8,3.4
R832,Palaviduthi - Kadavoor - Ayyalur Road,MD-648,MDR,PALANI,Tamil Nadu,22 October 2025,16.054,24.854,8.8,2025_HWAY_601442_2,22.4,6.8,4.45
R833,Palani - Palaru - Porunthalaru Dam road (Via) Balasamuthiram,MD-1150,MDR,PALANI,Tamil Nadu,05 July 2025,0,7.2,7.2,2024_HWAY_522041_2,13.6,4.1,6.12
R834,"Moolanur-Chinnaihgoundanvalasu Road (via) Kilankundal, Moolakadai",MD-896,MDR,PALANI,Tamil Nadu,17 January 2026,20.39,27.39,7,2025_HWAY_608122_3,18.9,5.6,2.95
R835,Reddiarchatram -Karuppimadam Road,MD-907,MDR,PALANI,Tamil Nadu,30 May 2026,0,6,6,2024_HWAY_495311_3,11.4,3.4,5.15
R836,Manapparai - Guziliamparai Road,MD-628,MDR,PALANI,Tamil Nadu,12 September 2025,30,34,4,2024_HWAY_472109_3,31.5,9.4,4.15
R837,Palayam -Servaikaranpatti Road,MD-313,MDR,PALANI,Tamil Nadu,25 March 2026,0,3.2,3.2,2025_HWAY_591404_2,15.5,4.6,3.15
R838,Palayam -Madukkarai Road,MD-312,MDR,PALANI,Tamil Nadu,07 November 2025,0,2.2,2.2,2024_HWAY_535110_2,11.2,3.3,1.95
R839,Elayankudi - Vandal - Sukkirapatti road ,MD-593,MDR,SIVAGANGAI,Tamil Nadu,20 February 2026,0,27.6,27.6,2024_HWAY_463212_2,18.4,5.6,4.6
R840,Elayankudi - Vandal - Sukkirapatti road ,MD-593,MDR,SIVAGANGAI,Tamil Nadu,20 February 2026,33.4,42.4,9,2024_HWAY_463212_3,18.4,5.6,2.1
R841,Manamadurai - Paramakudi road (Via) T. Pudukottai,MD-627,MDR,SIVAGANGAI,Tamil Nadu,03 July 2025,0,24.8,24.8,2025_HWAY_598114_2,24.6,7.4,3.15
R842,Devakottai - Pudukottai District Border road (via) Kannankudi road,MD-973,MDR,SIVAGANGAI,Tamil Nadu,16 January 2026,0,24.2,24.2,2024_HWAY_502441_3,21.4,6.4,1.9
R843,Nattarasankottai – Chockanathapuram Road,MD-912,MDR,SIVAGANGAI,Tamil Nadu,28 May 2026,0,23.3,23.3,2024_HWAY_485119_2,14.2,4.2,5.2
R844,Kallal - Devakottai road,MD-1287,MDR,SIVAGANGAI,Tamil Nadu,11 October 2025,0,19.71,19.71,2025_HWAY_604312_3,19.6,5.9,2.45
R845,Singampunari - V. Pudur road,MD-913,MDR,SIVAGANGAI,Tamil Nadu,21 February 2026,0,19.2,19.2,2024_HWAY_512034_3,12.8,3.8,6.4
R846,Thiruppathur - Alangudi road,MD-715,MDR,SIVAGANGAI,Tamil Nadu,04 October 2025,0,8.4,8.4,2024_HWAY_477190_3,16.5,4.9,4.85
R847,Thiruppathur - Alangudi road,MD-715,MDR,SIVAGANGAI,Tamil Nadu,04 October 2025,8.4,17,8.6,2024_HWAY_477190_4,16.5,4.9,4.15
R848,Pulithipatti - Ponnamaravathi road,MD-914,MDR,SIVAGANGAI,Tamil Nadu,17 May 2026,0,16.7,16.7,2025_HWAY_611208_3,15.6,4.7,3.7
R849,Sarugani - Devakottai road,MD-413,MDR,SIVAGANGAI,Tamil Nadu,29 November 2025,0,15.48,15.48,2024_HWAY_495311_4,21.4,6.4,5.15
R850,Managiri - Kallal - Madagupatti road,MD-240,MDR,SIVAGANGAI,Tamil Nadu,12 April 2026,11.6,17.6,6,2024_HWAY_539014_3,28.5,8.3,2.3
R851,Managiri - Kallal - Madagupatti road,MD-240,MDR,SIVAGANGAI,Tamil Nadu,12 April 2026,17.6,26.684,9.084,2024_HWAY_539014_4,28.5,8.3,2.3
R852,Sarugani - Devakottai road to Muppaiyur road,MD-1151,MDR,SIVAGANGAI,Tamil Nadu,24 October 2025,0,14.8,14.8,2025_HWAY_601147_3,13.6,4.1,4.1
R853,Aralikottai - Keelavalavu road,MD-972,MDR,SIVAGANGAI,Tamil Nadu,07 July 2025,0,13.4,13.4,2024_HWAY_468205_3,14.2,4.3,3.95
R854,NH 49 to Kattanoor road,MD-579,MDR,SIVAGANGAI,Tamil Nadu,19 January 2026,0,12.683,12.683,2024_HWAY_516410_4,11.8,3.5,3.8
R855,Devakottai - A.Pudur road,MD-1152,MDR,SIVAGANGAI,Tamil Nadu,01 June 2026,0,10.9,10.9,2025_HWAY_593219_3,16.4,4.9,4.15
R856,Devakottai - A.Pudur road,MD-1152,MDR,SIVAGANGAI,Tamil Nadu,01 June 2026,10.9,12.1,1.2,2025_HWAY_593219_4,16.4,4.9,5.8
R857,Okkur – Keelapoongudi Road,MD-299,MDR,SIVAGANGAI,Tamil Nadu,14 September 2025,13.19,24.683,11.493,2024_HWAY_512034_4,12.5,3.8,6.4
R858,Koilapatti Junction to Pudukottai District Border road,MD-176,MDR,SIVAGANGAI,Tamil Nadu,27 March 2026,0,11.21,11.21,2024_HWAY_482110_3,9.4,2.8,4.25
R859,Manamadurai -Puliyangulam road,MD-1153,MDR,SIVAGANGAI,Tamil Nadu,09 November 2025,0,11.2,11.2,2025_HWAY_608122_4,15.5,4.6,2.95
R860,Kottaiyur - Aranthangi road,MD-185,MDR,SIVAGANGAI,Tamil Nadu,22 February 2026,5.6,16.404,10.804,2024_HWAY_531109_3,32.4,9.8,3.65
R861,Padamathur - Thiruppachethy road,MD-647,MDR,SIVAGANGAI,Tamil Nadu,05 July 2025,0,10,10,2024_HWAY_495311_3,14.8,4.4,5.15
R862,Kunnakudi - Kanadukathan road,MD-209,MDR,SIVAGANGAI,Tamil Nadu,18 January 2026,11.6,20.6,9,2025_HWAY_611208_3,19.6,5.9,5.25
R863,Kunnakudi - Kanadukathan road,MD-209,MDR,SIVAGANGAI,Tamil Nadu,20 February 2026,23.2,23.6,0.4,2025_HWAY_611208_4,19.6,5.9,4.85
R864,Okkur – Nattarasankottai Road,MD-300,MDR,SIVAGANGAI,Tamil Nadu,03 October 2025,0,8.531,8.531,2024_HWAY_477190_3,11.4,3.4,5.65
R865,NH 210 to Vattanam road,MD-917,MDR,SIVAGANGAI,Tamil Nadu,16 May 2026,0,8.29,8.29,2024_HWAY_489311_4,26.5,7.9,5.8
R866,Thirukostiyur to meet Madurai - Devakottai road,MD-1286,MDR,SIVAGANGAI,Tamil Nadu,28 November 2025,0,8.2,8.2,2025_HWAY_598311_3,18.9,5.6,3.4
R867,Thiruppuvanam - Pulvaikarai - Narikudi road,MD-718,MDR,SIVAGANGAI,Tamil Nadu,11 April 2026,0,7.512,7.512,2024_HWAY_505314_3,22.4,6.8,2.1
R868,Thayamangalam Road,MD-975,MDR,SIVAGANGAI,Tamil Nadu,23 October 2025,0,7.2,7.2,2024_HWAY_521044_3,13.5,3.9,2.45
R869,Karaikudi - Soorakudi road,MD-974,MDR,SIVAGANGAI,Tamil Nadu,06 July 2025,0,4.4,4.4,2024_HWAY_521044_4,9.2,2.7,2.65
R870,Karaikudi - College Campus road,MD-148,MDR,SIVAGANGAI,Tamil Nadu,18 January 2026,2.4,6.435,4.035,2025_HWAY_604312_3,7.8,2.3,5.1
R871,Chetinadu Railway Feeder road,MD-73,MDR,SIVAGANGAI,Tamil Nadu,31 May 2026,0,2.781,2.781,2024_HWAY_475109_3,4.1,1.2,5.1
R872,Elayangudi Bye pass road,MD-1167,MDR,SIVAGANGAI,Tamil Nadu,13 September 2025,0,2.43,2.43,2025_HWAY_609441_3,16.2,4.8,5.8
R873,Madurai - Thondi Byepass road,MD-231,MDR,SIVAGANGAI,Tamil Nadu,26 March 2026,72.4,74,1.6,2024_HWAY_539014_5,24.5,7.3,2.3
R874,Melur - Thiruppuvanam (via) Poovanthi road,MD-266,MDR,SIVAGANGAI,Tamil Nadu,08 November 2025,19.564,21.003,1.439,2024_HWAY_468205_4,28.5,8.3,4.1
R875,Old Madurai - Thondi road,MD-305,MDR,SIVAGANGAI,Tamil Nadu,21 February 2026,17.8,19.2,1.4,2025_HWAY_601147_4,14.2,4.3,3.95
